,0
high_snow_k,2.4839122147683055
high_unsaturated_Smax,216.96059805163
high_unsaturated_Ce,1.2570827644113844
high_unsaturated_beta,0.6500846653637947
high_slowhigh_k,0.0001504037141364742
general_snow_k,2.4839122147683055
general_unsaturated_Smax,216.96059805163
general_unsaturated_Ce,1.2570827644113844
general_unsaturated_beta,0.6500846653637947
general_lowersplitter_splitpar,0.5080292611404185
general_slow_k,0.051395183994048924
general_lag-fun_lag-time,2.5213723753285207
general_fast_k,0.5673501986749179
low_snow_k,2.4839122147683055
low_unsaturated_Smax,216.96059805163
low_unsaturated_Ce,1.2570827644113844
low_unsaturated_beta,0.6500846653637947
low_fast_k,0.0034599693339248763
